Strain	Condition	u_strain	row	col	control	Trait	Value	conc
ECA581	Arsenic	ECA581_Arsenic_14_F_5_.24 µmol	F	5	EtOH	norm.n	57.6666666666667	.24 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_6_.24 µmol	F	6	EtOH	norm.n	70.3333333333333	.24 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_7_.24 µmol	F	7	EtOH	norm.n	30.3333333333333	.24 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_8_.24 µmol	F	8	EtOH	norm.n	42.6666666666667	.24 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_9_.24 µmol	F	9	EtOH	norm.n	40.3333333333333	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_1_.24 µmol	G	1	EtOH	norm.n	13.6666666666667	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_10_.24 µmol	G	10	EtOH	norm.n	22.3333333333333	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_11_.24 µmol	G	11	EtOH	norm.n	4	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_2_.24 µmol	G	2	EtOH	norm.n	11.6666666666667	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_3_.24 µmol	G	3	EtOH	norm.n	18.6666666666667	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_4_.24 µmol	G	4	EtOH	norm.n	20	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_5_.24 µmol	G	5	EtOH	norm.n	20	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_6_.24 µmol	G	6	EtOH	norm.n	13.3333333333333	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_7_.24 µmol	G	7	EtOH	norm.n	16.6666666666667	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_8_.24 µmol	G	8	EtOH	norm.n	13	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_9_.24 µmol	G	9	EtOH	norm.n	15.6666666666667	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_1_.24 µmol	H	1	EtOH	norm.n	4.33333333333333	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_10_.24 µmol	H	10	EtOH	norm.n	20.3333333333333	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_11_.24 µmol	H	11	EtOH	norm.n	22	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_2_.24 µmol	H	2	EtOH	norm.n	10.6666666666667	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_3_.24 µmol	H	3	EtOH	norm.n	8.66666666666667	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_4_.24 µmol	H	4	EtOH	norm.n	13.6666666666667	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_5_.24 µmol	H	5	EtOH	norm.n	20	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_6_.24 µmol	H	6	EtOH	norm.n	17.6666666666667	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_7_.24 µmol	H	7	EtOH	norm.n	9	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_8_.24 µmol	H	8	EtOH	norm.n	11.3333333333333	.24 µmol
ECA590	Arsenic	ECA590_Arsenic_14_H_9_.24 µmol	H	9	EtOH	norm.n	21.6666666666667	.24 µmol
N2	EtOH	N2_EtOH_1_A_1_.48 µmol	A	1	None	mean.norm.EXT	2.08727855030012	.48 µmol
N2	EtOH	N2_EtOH_1_A_10_.48 µmol	A	10	None	mean.norm.EXT	2.15549023440755	.48 µmol
N2	EtOH	N2_EtOH_1_A_11_.48 µmol	A	11	None	mean.norm.EXT	2.207407196208	.48 µmol
N2	EtOH	N2_EtOH_1_A_2_.48 µmol	A	2	None	mean.norm.EXT	2.20529429566952	.48 µmol
N2	EtOH	N2_EtOH_1_A_3_.48 µmol	A	3	None	mean.norm.EXT	2.16778626090237	.48 µmol
N2	EtOH	N2_EtOH_1_A_4_.48 µmol	A	4	None	mean.norm.EXT	2.21132702868342	.48 µmol
N2	EtOH	N2_EtOH_1_A_5_.48 µmol	A	5	None	mean.norm.EXT	2.0521807890384	.48 µmol
N2	EtOH	N2_EtOH_1_A_6_.48 µmol	A	6	None	mean.norm.EXT	2.10350447068194	.48 µmol
N2	EtOH	N2_EtOH_1_A_7_.48 µmol	A	7	None	mean.norm.EXT	2.1442766763957	.48 µmol
N2	EtOH	N2_EtOH_1_A_8_.48 µmol	A	8	None	mean.norm.EXT	2.082878635057	.48 µmol
N2	EtOH	N2_EtOH_1_A_9_.48 µmol	A	9	None	mean.norm.EXT	2.2398170121801	.48 µmol
N2	EtOH	N2_EtOH_1_B_1_.48 µmol	B	1	None	mean.norm.EXT	2.12334036025824	.48 µmol
N2	EtOH	N2_EtOH_1_B_10_.48 µmol	B	10	None	mean.norm.EXT	2.05855512267124	.48 µmol
N2	EtOH	N2_EtOH_1_B_11_.48 µmol	B	11	None	mean.norm.EXT	2.06440329116564	.48 µmol
N2	EtOH	N2_EtOH_1_B_2_.48 µmol	B	2	None	mean.norm.EXT	2.07664544557613	.48 µmol
N2	EtOH	N2_EtOH_1_B_3_.48 µmol	B	3	None	mean.norm.EXT	2.14400696093591	.48 µmol
N2	EtOH	N2_EtOH_1_B_4_.48 µmol	B	4	None	mean.norm.EXT	2.18329007579848	.48 µmol
N2	EtOH	N2_EtOH_1_B_5_.48 µmol	B	5	None	mean.norm.EXT	2.22257969326471	.48 µmol
N2	EtOH	N2_EtOH_1_B_6_.48 µmol	B	6	None	mean.norm.EXT	2.1676250068236	.48 µmol
N2	EtOH	N2_EtOH_1_B_7_.48 µmol	B	7	None	mean.norm.EXT	2.1577640902567	.48 µmol
N2	EtOH	N2_EtOH_1_B_8_.48 µmol	B	8	None	mean.norm.EXT	2.22669607065199	.48 µmol
N2	EtOH	N2_EtOH_1_B_9_.48 µmol	B	9	None	mean.norm.EXT	2.1913345046258	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_1_.48 µmol	C	1	None	mean.norm.EXT	2.16771764469654	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_10_.48 µmol	C	10	None	mean.norm.EXT	2.19029493496616	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_11_.48 µmol	C	11	None	mean.norm.EXT	2.14813534938602	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_2_.48 µmol	C	2	None	mean.norm.EXT	2.23017935578934	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_3_.48 µmol	C	3	None	mean.norm.EXT	2.25813030499073	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_4_.48 µmol	C	4	None	mean.norm.EXT	2.30292925299303	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_5_.48 µmol	C	5	None	mean.norm.EXT	2.16210047760858	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_6_.48 µmol	C	6	None	mean.norm.EXT	2.16272284972585	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_7_.48 µmol	C	7	None	mean.norm.EXT	2.22774704960252	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_8_.48 µmol	C	8	None	mean.norm.EXT	2.16085708248812	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_C_9_.48 µmol	C	9	None	mean.norm.EXT	2.23949754756555	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_1_.48 µmol	D	1	None	mean.norm.EXT	2.21510983839029	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_10_.48 µmol	D	10	None	mean.norm.EXT	2.08606301644522	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_11_.48 µmol	D	11	None	mean.norm.EXT	2.20813779704912	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_2_.48 µmol	D	2	None	mean.norm.EXT	2.1702214147951	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_3_.48 µmol	D	3	None	mean.norm.EXT	2.12058310917906	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_4_.48 µmol	D	4	None	mean.norm.EXT	2.13141760598082	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_5_.48 µmol	D	5	None	mean.norm.EXT	2.21324159631736	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_6_.48 µmol	D	6	None	mean.norm.EXT	2.17649613571366	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_7_.48 µmol	D	7	None	mean.norm.EXT	2.15968328821211	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_8_.48 µmol	D	8	None	mean.norm.EXT	2.26757655044392	.48 µmol
CB4856	EtOH	CB4856_EtOH_1_D_9_.48 µmol	D	9	None	mean.norm.EXT	2.15234888932275	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_1_.48 µmol	E	1	None	mean.norm.EXT	2.14734183865796	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_10_.48 µmol	E	10	None	mean.norm.EXT	2.16915805800617	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_11_.48 µmol	E	11	None	mean.norm.EXT	2.24900686377789	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_2_.48 µmol	E	2	None	mean.norm.EXT	2.11138030320752	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_3_.48 µmol	E	3	None	mean.norm.EXT	2.18059538623668	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_4_.48 µmol	E	4	None	mean.norm.EXT	2.28108082369921	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_5_.48 µmol	E	5	None	mean.norm.EXT	2.12613499520412	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_6_.48 µmol	E	6	None	mean.norm.EXT	2.17384719696907	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_7_.48 µmol	E	7	None	mean.norm.EXT	2.19337004521019	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_8_.48 µmol	E	8	None	mean.norm.EXT	2.15348725864406	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_E_9_.48 µmol	E	9	None	mean.norm.EXT	2.09091718654789	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_F_1_.48 µmol	F	1	None	mean.norm.EXT	2.09299301308427	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_F_10_.48 µmol	F	10	None	mean.norm.EXT	1.98282497216743	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_F_11_.48 µmol	F	11	None	mean.norm.EXT	2.03906130452232	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_F_2_.48 µmol	F	2	None	mean.norm.EXT	2.16994578577554	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_F_3_.48 µmol	F	3	None	mean.norm.EXT	2.15199950929395	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_F_4_.48 µmol	F	4	None	mean.norm.EXT	2.13667446581248	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_F_5_.48 µmol	F	5	None	mean.norm.EXT	2.10986472017879	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_F_6_.48 µmol	F	6	None	mean.norm.EXT	2.02449339140064	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_F_7_.48 µmol	F	7	None	mean.norm.EXT	2.07851962059144	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_F_8_.48 µmol	F	8	None	mean.norm.EXT	2.18878752817496	.48 µmol
ECA581	EtOH	ECA581_EtOH_1_F_9_.48 µmol	F	9	None	mean.norm.EXT	2.0544949334799	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_G_1_.48 µmol	G	1	None	mean.norm.EXT	2.06042726148915	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_G_10_.48 µmol	G	10	None	mean.norm.EXT	2.05642203773281	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_G_11_.48 µmol	G	11	None	mean.norm.EXT	2.04705867515062	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_G_2_.48 µmol	G	2	None	mean.norm.EXT	2.350475236331	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_G_3_.48 µmol	G	3	None	mean.norm.EXT	2.16889050082937	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_G_4_.48 µmol	G	4	None	mean.norm.EXT	2.11614547509299	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_G_5_.48 µmol	G	5	None	mean.norm.EXT	2.10989934617766	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_G_6_.48 µmol	G	6	None	mean.norm.EXT	2.11880100999075	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_G_7_.48 µmol	G	7	None	mean.norm.EXT	2.11500659917011	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_G_8_.48 µmol	G	8	None	mean.norm.EXT	2.18320352976652	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_G_9_.48 µmol	G	9	None	mean.norm.EXT	2.20974224796821	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_H_1_.48 µmol	H	1	None	mean.norm.EXT	2.02023724857815	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_H_10_.48 µmol	H	10	None	mean.norm.EXT	1.87886192346433	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_H_11_.48 µmol	H	11	None	mean.norm.EXT	2.04864173489961	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_H_2_.48 µmol	H	2	None	mean.norm.EXT	1.94663439758876	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_H_3_.48 µmol	H	3	None	mean.norm.EXT	2.2485879275781	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_H_4_.48 µmol	H	4	None	mean.norm.EXT	2.03083161917357	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_H_5_.48 µmol	H	5	None	mean.norm.EXT	2.12674481925299	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_H_6_.48 µmol	H	6	None	mean.norm.EXT	1.89419930766797	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_H_7_.48 µmol	H	7	None	mean.norm.EXT	2.03141059198801	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_H_8_.48 µmol	H	8	None	mean.norm.EXT	2.07167228109048	.48 µmol
ECA590	EtOH	ECA590_EtOH_1_H_9_.48 µmol	H	9	None	mean.norm.EXT	2.12605602577986	.48 µmol
N2	Arsenic	N2_Arsenic_2_A_1_.48 µmol	A	1	EtOH	mean.norm.EXT	1.37891115133108	.48 µmol
N2	Arsenic	N2_Arsenic_2_A_10_.48 µmol	A	10	EtOH	mean.norm.EXT	1.46822352375897	.48 µmol
N2	Arsenic	N2_Arsenic_2_A_11_.48 µmol	A	11	EtOH	mean.norm.EXT	1.49798837761418	.48 µmol
N2	Arsenic	N2_Arsenic_2_A_2_.48 µmol	A	2	EtOH	mean.norm.EXT	1.34927103296682	.48 µmol
N2	Arsenic	N2_Arsenic_2_A_3_.48 µmol	A	3	EtOH	mean.norm.EXT	1.48930030385138	.48 µmol
N2	Arsenic	N2_Arsenic_2_A_4_.48 µmol	A	4	EtOH	mean.norm.EXT	1.45893012454901	.48 µmol
N2	Arsenic	N2_Arsenic_2_A_5_.48 µmol	A	5	EtOH	mean.norm.EXT	1.40559639548649	.48 µmol
N2	Arsenic	N2_Arsenic_2_A_6_.48 µmol	A	6	EtOH	mean.norm.EXT	1.59466013583514	.48 µmol
N2	Arsenic	N2_Arsenic_2_A_7_.48 µmol	A	7	EtOH	mean.norm.EXT	1.5570091982984	.48 µmol
N2	Arsenic	N2_Arsenic_2_A_8_.48 µmol	A	8	EtOH	mean.norm.EXT	1.58744806801178	.48 µmol
N2	Arsenic	N2_Arsenic_2_A_9_.48 µmol	A	9	EtOH	mean.norm.EXT	1.46844684174446	.48 µmol
N2	Arsenic	N2_Arsenic_2_B_1_.48 µmol	B	1	EtOH	mean.norm.EXT	1.28065351781184	.48 µmol
N2	Arsenic	N2_Arsenic_2_B_10_.48 µmol	B	10	EtOH	mean.norm.EXT	1.51956129008803	.48 µmol
N2	Arsenic	N2_Arsenic_2_B_11_.48 µmol	B	11	EtOH	mean.norm.EXT	1.4553223957897	.48 µmol
N2	Arsenic	N2_Arsenic_2_B_2_.48 µmol	B	2	EtOH	mean.norm.EXT	1.38445514295232	.48 µmol
N2	Arsenic	N2_Arsenic_2_B_3_.48 µmol	B	3	EtOH	mean.norm.EXT	1.70532909458088	.48 µmol
N2	Arsenic	N2_Arsenic_2_B_4_.48 µmol	B	4	EtOH	mean.norm.EXT	1.49515165874667	.48 µmol
N2	Arsenic	N2_Arsenic_2_B_5_.48 µmol	B	5	EtOH	mean.norm.EXT	1.67951706188749	.48 µmol
N2	Arsenic	N2_Arsenic_2_B_6_.48 µmol	B	6	EtOH	mean.norm.EXT	1.67172056009189	.48 µmol
N2	Arsenic	N2_Arsenic_2_B_7_.48 µmol	B	7	EtOH	mean.norm.EXT	1.56468356991587	.48 µmol
N2	Arsenic	N2_Arsenic_2_B_8_.48 µmol	B	8	EtOH	mean.norm.EXT	1.40675658276916	.48 µmol
N2	Arsenic	N2_Arsenic_2_B_9_.48 µmol	B	9	EtOH	mean.norm.EXT	1.4691244440481	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_1_.48 µmol	C	1	EtOH	mean.norm.EXT	1.63462605615386	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_10_.48 µmol	C	10	EtOH	mean.norm.EXT	1.74621562929579	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_11_.48 µmol	C	11	EtOH	mean.norm.EXT	1.82086851986487	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_2_.48 µmol	C	2	EtOH	mean.norm.EXT	1.76051338255922	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_3_.48 µmol	C	3	EtOH	mean.norm.EXT	1.74259967736576	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_4_.48 µmol	C	4	EtOH	mean.norm.EXT	1.6370369414886	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_5_.48 µmol	C	5	EtOH	mean.norm.EXT	1.62067806886459	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_6_.48 µmol	C	6	EtOH	mean.norm.EXT	1.72191445081522	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_7_.48 µmol	C	7	EtOH	mean.norm.EXT	1.78531610300806	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_8_.48 µmol	C	8	EtOH	mean.norm.EXT	1.66491570672646	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_9_.48 µmol	C	9	EtOH	mean.norm.EXT	1.8345114984709	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_1_.48 µmol	D	1	EtOH	mean.norm.EXT	1.68099304331345	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_10_.48 µmol	D	10	EtOH	mean.norm.EXT	1.73379437527618	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_11_.48 µmol	D	11	EtOH	mean.norm.EXT	1.71496147878367	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_2_.48 µmol	D	2	EtOH	mean.norm.EXT	1.62948405774279	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_3_.48 µmol	D	3	EtOH	mean.norm.EXT	1.71368954080779	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_4_.48 µmol	D	4	EtOH	mean.norm.EXT	1.59894683683165	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_5_.48 µmol	D	5	EtOH	mean.norm.EXT	1.59729325753834	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_6_.48 µmol	D	6	EtOH	mean.norm.EXT	1.57316314989253	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_7_.48 µmol	D	7	EtOH	mean.norm.EXT	1.80942197348478	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_8_.48 µmol	D	8	EtOH	mean.norm.EXT	1.70617124036429	.48 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_9_.48 µmol	D	9	EtOH	mean.norm.EXT	1.74767980946575	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_1_.48 µmol	E	1	EtOH	mean.norm.EXT	1.83447807820831	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_10_.48 µmol	E	10	EtOH	mean.norm.EXT	1.73481452715291	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_11_.48 µmol	E	11	EtOH	mean.norm.EXT	1.71627677876872	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_2_.48 µmol	E	2	EtOH	mean.norm.EXT	1.76757123405565	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_3_.48 µmol	E	3	EtOH	mean.norm.EXT	1.84237091375324	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_4_.48 µmol	E	4	EtOH	mean.norm.EXT	1.78705699562487	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_5_.48 µmol	E	5	EtOH	mean.norm.EXT	1.75433703514923	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_6_.48 µmol	E	6	EtOH	mean.norm.EXT	1.7503560042248	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_7_.48 µmol	E	7	EtOH	mean.norm.EXT	1.72469137151699	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_8_.48 µmol	E	8	EtOH	mean.norm.EXT	1.67376272563601	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_9_.48 µmol	E	9	EtOH	mean.norm.EXT	1.61886448310641	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_1_.48 µmol	F	1	EtOH	mean.norm.EXT	1.84693606032997	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_10_.48 µmol	F	10	EtOH	mean.norm.EXT	1.79487880871846	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_11_.48 µmol	F	11	EtOH	mean.norm.EXT	1.76674549216144	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_2_.48 µmol	F	2	EtOH	mean.norm.EXT	1.7296724435055	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_3_.48 µmol	F	3	EtOH	mean.norm.EXT	1.74705363867978	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_4_.48 µmol	F	4	EtOH	mean.norm.EXT	1.61299062206771	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_5_.48 µmol	F	5	EtOH	mean.norm.EXT	1.74363124187016	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_6_.48 µmol	F	6	EtOH	mean.norm.EXT	1.75114988652446	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_7_.48 µmol	F	7	EtOH	mean.norm.EXT	1.75123157251988	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_8_.48 µmol	F	8	EtOH	mean.norm.EXT	1.74962295892058	.48 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_9_.48 µmol	F	9	EtOH	mean.norm.EXT	1.72433625163292	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_1_.48 µmol	G	1	EtOH	mean.norm.EXT	1.42612603011351	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_10_.48 µmol	G	10	EtOH	mean.norm.EXT	1.34408420554888	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_11_.48 µmol	G	11	EtOH	mean.norm.EXT	1.28275075448057	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_2_.48 µmol	G	2	EtOH	mean.norm.EXT	1.33098086808904	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_3_.48 µmol	G	3	EtOH	mean.norm.EXT	1.43236963646767	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_4_.48 µmol	G	4	EtOH	mean.norm.EXT	1.40367218538213	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_5_.48 µmol	G	5	EtOH	mean.norm.EXT	1.32394636392878	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_6_.48 µmol	G	6	EtOH	mean.norm.EXT	1.43794363564842	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_7_.48 µmol	G	7	EtOH	mean.norm.EXT	1.26960969838909	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_8_.48 µmol	G	8	EtOH	mean.norm.EXT	1.30276659638149	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_9_.48 µmol	G	9	EtOH	mean.norm.EXT	1.23234708956351	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_1_.48 µmol	H	1	EtOH	mean.norm.EXT	1.35549861533383	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_10_.48 µmol	H	10	EtOH	mean.norm.EXT	1.21090462157108	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_11_.48 µmol	H	11	EtOH	mean.norm.EXT	1.27535468348957	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_2_.48 µmol	H	2	EtOH	mean.norm.EXT	1.23935145651116	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_3_.48 µmol	H	3	EtOH	mean.norm.EXT	1.40525553778149	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_4_.48 µmol	H	4	EtOH	mean.norm.EXT	1.23542603923109	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_5_.48 µmol	H	5	EtOH	mean.norm.EXT	1.20263320451175	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_6_.48 µmol	H	6	EtOH	mean.norm.EXT	1.24534291079825	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_7_.48 µmol	H	7	EtOH	mean.norm.EXT	1.29635907104617	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_8_.48 µmol	H	8	EtOH	mean.norm.EXT	1.31966067688242	.48 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_9_.48 µmol	H	9	EtOH	mean.norm.EXT	1.21767875702164	.48 µmol
N2	EtOH	N2_EtOH_13_A_1_.48 µmol	A	1	None	mean.norm.EXT	1.9106454895097	.48 µmol
N2	EtOH	N2_EtOH_13_A_10_.48 µmol	A	10	None	mean.norm.EXT	1.87987685496555	.48 µmol
N2	EtOH	N2_EtOH_13_A_11_.48 µmol	A	11	None	mean.norm.EXT	1.85118757340766	.48 µmol
N2	EtOH	N2_EtOH_13_A_2_.48 µmol	A	2	None	mean.norm.EXT	1.77731564543002	.48 µmol
N2	EtOH	N2_EtOH_13_A_3_.48 µmol	A	3	None	mean.norm.EXT	1.86923604691895	.48 µmol
N2	EtOH	N2_EtOH_13_A_4_.48 µmol	A	4	None	mean.norm.EXT	1.85287238627732	.48 µmol
N2	EtOH	N2_EtOH_13_A_5_.48 µmol	A	5	None	mean.norm.EXT	1.86630634936131	.48 µmol
N2	EtOH	N2_EtOH_13_A_6_.48 µmol	A	6	None	mean.norm.EXT	1.93428522170172	.48 µmol
N2	EtOH	N2_EtOH_13_A_7_.48 µmol	A	7	None	mean.norm.EXT	1.83755841053776	.48 µmol
N2	EtOH	N2_EtOH_13_A_8_.48 µmol	A	8	None	mean.norm.EXT	1.90180669358137	.48 µmol
N2	EtOH	N2_EtOH_13_A_9_.48 µmol	A	9	None	mean.norm.EXT	1.87073360387185	.48 µmol
N2	EtOH	N2_EtOH_13_B_1_.48 µmol	B	1	None	mean.norm.EXT	1.93753973913639	.48 µmol
