Strain	Condition	u_strain	row	col	control	Trait	Value	conc
CB4856	C15ISO48	CB4856_C15ISO48_5_C_11_.48 µmol	C	11	EtOH	mean.norm.EXT	2.09203510949793	.48 µmol
CB4856	C15ISO48	CB4856_C15ISO48_5_C_2_.48 µmol	C	2	EtOH	mean.norm.EXT	2.01786123493086	.48 µmol
CB4856	C15ISO48	CB4856_C15ISO48_5_C_3_.48 µmol	C	3	EtOH	mean.norm.EXT	2.04111614995936	.48 µmol
CB4856	C15ISO48	CB4856_C15ISO48_5_C_4_.48 µmol	C	4	EtOH	mean.norm.EXT	2.22978881786902	.48 µmol
CB4856	C15ISO48	CB4856_C15ISO48_5_C_5_.48 µmol	C	5	EtOH	mean.norm.EXT	2.15692768413647	.48 µmol
CB4856	C15ISO48	CB4856_C15ISO48_5_C_6_.48 µmol	C	6	EtOH	mean.norm.EXT	2.07099698337176	.48 µmol
CB4856	C15ISO48	CB4856_C15ISO48_5_C_7_.48 µmol	C	7	EtOH	mean.norm.EXT	2.07451816993787	.48 µmol
CB4856	C15ISO48	CB4856_C15ISO48_5_C_8_.48 µmol	C	8	EtOH	mean.norm.EXT	2.10834763053973	.48 µmol
CB4856	C15ISO48	CB4856_C15ISO48_5_C_9_.48 µmol	C	9	EtOH	mean.norm.EXT	2.03697840940774	.48 µmol
CB4856	C15ISO48	CB4856_C15ISO48_5_D_1_.48 µmol	D	1	EtOH	mean.norm.EXT	2.07239951211065	.48 µmol
CB4856	C15ISO48	CB4856_C15ISO48_5_D_10_.48 µmol	D	10	EtOH	mean.norm.EXT	2.01333486224719	.48 µmol
CB4856	C15ISO48	CB4856_C15ISO48_5_D_11_.48 µmol	D	11	EtOH	mean.norm.EXT	2.16998190818816	.48 µmol
CB4856	C15ISO48	CB4856_C15ISO48_5_D_2_.48 µmol	D	2	EtOH	mean.norm.EXT	2.24690196975852	.48 µmol
CB4856	C15ISO48	CB4856_C15ISO48_5_D_3_.48 µmol	D	3	EtOH	mean.norm.EXT	1.9622502955245	.48 µmol
CB4856	C15ISO48	CB4856_C15ISO48_5_D_4_.48 µmol	D	4	EtOH	mean.norm.EXT	2.13491096352502	.48 µmol
CB4856	C15ISO48	CB4856_C15ISO48_5_D_5_.48 µmol	D	5	EtOH	mean.norm.EXT	2.20952102287931	.48 µmol
CB4856	C15ISO48	CB4856_C15ISO48_5_D_6_.48 µmol	D	6	EtOH	mean.norm.EXT	1.98679155585295	.48 µmol
CB4856	C15ISO48	CB4856_C15ISO48_5_D_7_.48 µmol	D	7	EtOH	mean.norm.EXT	2.09448428868231	.48 µmol
CB4856	C15ISO48	CB4856_C15ISO48_5_D_8_.48 µmol	D	8	EtOH	mean.norm.EXT	2.22144585343265	.48 µmol
CB4856	C15ISO48	CB4856_C15ISO48_5_D_9_.48 µmol	D	9	EtOH	mean.norm.EXT	2.00773970558895	.48 µmol
ECA581	C15ISO48	ECA581_C15ISO48_5_E_1_.48 µmol	E	1	EtOH	mean.norm.EXT	2.03117069760325	.48 µmol
ECA581	C15ISO48	ECA581_C15ISO48_5_E_10_.48 µmol	E	10	EtOH	mean.norm.EXT	1.96601124012895	.48 µmol
ECA581	C15ISO48	ECA581_C15ISO48_5_E_11_.48 µmol	E	11	EtOH	mean.norm.EXT	2.03724880686326	.48 µmol
ECA581	C15ISO48	ECA581_C15ISO48_5_E_3_.48 µmol	E	3	EtOH	mean.norm.EXT	2.06844488119488	.48 µmol
ECA581	C15ISO48	ECA581_C15ISO48_5_E_4_.48 µmol	E	4	EtOH	mean.norm.EXT	1.93952499907861	.48 µmol
ECA581	C15ISO48	ECA581_C15ISO48_5_E_5_.48 µmol	E	5	EtOH	mean.norm.EXT	2.1119790478081	.48 µmol
ECA581	C15ISO48	ECA581_C15ISO48_5_E_7_.48 µmol	E	7	EtOH	mean.norm.EXT	1.97870944689734	.48 µmol
ECA581	C15ISO48	ECA581_C15ISO48_5_E_8_.48 µmol	E	8	EtOH	mean.norm.EXT	1.98528274513474	.48 µmol
ECA581	C15ISO48	ECA581_C15ISO48_5_E_9_.48 µmol	E	9	EtOH	mean.norm.EXT	1.94816617843164	.48 µmol
ECA581	C15ISO48	ECA581_C15ISO48_5_F_1_.48 µmol	F	1	EtOH	mean.norm.EXT	1.92336621683217	.48 µmol
ECA581	C15ISO48	ECA581_C15ISO48_5_F_10_.48 µmol	F	10	EtOH	mean.norm.EXT	1.91558642006763	.48 µmol
ECA581	C15ISO48	ECA581_C15ISO48_5_F_11_.48 µmol	F	11	EtOH	mean.norm.EXT	2.00873878063602	.48 µmol
ECA581	C15ISO48	ECA581_C15ISO48_5_F_2_.48 µmol	F	2	EtOH	mean.norm.EXT	1.9218165006488	.48 µmol
ECA581	C15ISO48	ECA581_C15ISO48_5_F_3_.48 µmol	F	3	EtOH	mean.norm.EXT	1.85768226320763	.48 µmol
ECA581	C15ISO48	ECA581_C15ISO48_5_F_5_.48 µmol	F	5	EtOH	mean.norm.EXT	2.020898346406	.48 µmol
ECA581	C15ISO48	ECA581_C15ISO48_5_F_6_.48 µmol	F	6	EtOH	mean.norm.EXT	1.90454417030185	.48 µmol
ECA581	C15ISO48	ECA581_C15ISO48_5_F_7_.48 µmol	F	7	EtOH	mean.norm.EXT	1.88080750833968	.48 µmol
ECA581	C15ISO48	ECA581_C15ISO48_5_F_8_.48 µmol	F	8	EtOH	mean.norm.EXT	2.03111078062109	.48 µmol
ECA581	C15ISO48	ECA581_C15ISO48_5_F_9_.48 µmol	F	9	EtOH	mean.norm.EXT	1.9108920357255	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_G_1_.48 µmol	G	1	EtOH	mean.norm.EXT	2.02338163182813	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_G_10_.48 µmol	G	10	EtOH	mean.norm.EXT	1.91383891788875	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_G_11_.48 µmol	G	11	EtOH	mean.norm.EXT	1.89799420195772	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_G_2_.48 µmol	G	2	EtOH	mean.norm.EXT	1.94723532352413	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_G_3_.48 µmol	G	3	EtOH	mean.norm.EXT	2.0873657760408	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_G_4_.48 µmol	G	4	EtOH	mean.norm.EXT	2.2429457427764	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_G_5_.48 µmol	G	5	EtOH	mean.norm.EXT	2.17982100055508	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_G_6_.48 µmol	G	6	EtOH	mean.norm.EXT	1.97441512303776	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_G_7_.48 µmol	G	7	EtOH	mean.norm.EXT	2.03413291446315	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_G_8_.48 µmol	G	8	EtOH	mean.norm.EXT	1.94912974455806	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_G_9_.48 µmol	G	9	EtOH	mean.norm.EXT	1.94249946967378	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_H_1_.48 µmol	H	1	EtOH	mean.norm.EXT	1.89954933412222	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_H_10_.48 µmol	H	10	EtOH	mean.norm.EXT	1.85732970159554	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_H_11_.48 µmol	H	11	EtOH	mean.norm.EXT	2.03620687914159	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_H_2_.48 µmol	H	2	EtOH	mean.norm.EXT	1.95861690340278	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_H_3_.48 µmol	H	3	EtOH	mean.norm.EXT	2.02674943675525	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_H_4_.48 µmol	H	4	EtOH	mean.norm.EXT	1.95333632168326	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_H_5_.48 µmol	H	5	EtOH	mean.norm.EXT	1.89927058932608	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_H_6_.48 µmol	H	6	EtOH	mean.norm.EXT	2.10515041234193	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_H_7_.48 µmol	H	7	EtOH	mean.norm.EXT	1.98741617388478	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_H_8_.48 µmol	H	8	EtOH	mean.norm.EXT	1.87328196516796	.48 µmol
ECA590	C15ISO48	ECA590_C15ISO48_5_H_9_.48 µmol	H	9	EtOH	mean.norm.EXT	2.07558881113856	.48 µmol
N2	C15ISO64	N2_C15ISO64_6_A_1_.64 µmol	A	1	EtOH	mean.norm.EXT	1.93441703965859	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_A_10_.64 µmol	A	10	EtOH	mean.norm.EXT	2.09002663284774	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_A_11_.64 µmol	A	11	EtOH	mean.norm.EXT	2.05230475526055	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_A_2_.64 µmol	A	2	EtOH	mean.norm.EXT	2.01580715339143	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_A_3_.64 µmol	A	3	EtOH	mean.norm.EXT	2.01847620723424	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_A_4_.64 µmol	A	4	EtOH	mean.norm.EXT	2.0327460067823	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_A_5_.64 µmol	A	5	EtOH	mean.norm.EXT	2.10739767298657	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_A_6_.64 µmol	A	6	EtOH	mean.norm.EXT	1.93411659077748	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_A_7_.64 µmol	A	7	EtOH	mean.norm.EXT	1.98346295594977	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_A_8_.64 µmol	A	8	EtOH	mean.norm.EXT	1.99918436920553	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_A_9_.64 µmol	A	9	EtOH	mean.norm.EXT	2.08455801588457	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_B_1_.64 µmol	B	1	EtOH	mean.norm.EXT	2.02827453771172	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_B_10_.64 µmol	B	10	EtOH	mean.norm.EXT	1.89278617511343	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_B_11_.64 µmol	B	11	EtOH	mean.norm.EXT	2.19194215941951	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_B_2_.64 µmol	B	2	EtOH	mean.norm.EXT	2.09427383749342	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_B_3_.64 µmol	B	3	EtOH	mean.norm.EXT	2.25669646881411	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_B_4_.64 µmol	B	4	EtOH	mean.norm.EXT	2.02118478185523	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_B_5_.64 µmol	B	5	EtOH	mean.norm.EXT	2.13077032613375	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_B_6_.64 µmol	B	6	EtOH	mean.norm.EXT	2.00120333735916	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_B_7_.64 µmol	B	7	EtOH	mean.norm.EXT	1.96696370901218	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_B_8_.64 µmol	B	8	EtOH	mean.norm.EXT	2.05421307662737	.64 µmol
N2	C15ISO64	N2_C15ISO64_6_B_9_.64 µmol	B	9	EtOH	mean.norm.EXT	1.99516862115545	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_C_1_.64 µmol	C	1	EtOH	mean.norm.EXT	2.00889165641404	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_C_10_.64 µmol	C	10	EtOH	mean.norm.EXT	1.96009089300441	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_C_11_.64 µmol	C	11	EtOH	mean.norm.EXT	1.88747390186332	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_C_2_.64 µmol	C	2	EtOH	mean.norm.EXT	2.13404388882617	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_C_3_.64 µmol	C	3	EtOH	mean.norm.EXT	2.25801376375357	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_C_4_.64 µmol	C	4	EtOH	mean.norm.EXT	2.024712628832	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_C_5_.64 µmol	C	5	EtOH	mean.norm.EXT	1.98683476705982	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_C_6_.64 µmol	C	6	EtOH	mean.norm.EXT	2.10857482441442	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_C_7_.64 µmol	C	7	EtOH	mean.norm.EXT	2.11838898892824	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_C_8_.64 µmol	C	8	EtOH	mean.norm.EXT	1.95654712375073	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_C_9_.64 µmol	C	9	EtOH	mean.norm.EXT	1.96282677409893	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_D_1_.64 µmol	D	1	EtOH	mean.norm.EXT	1.98579235292503	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_D_10_.64 µmol	D	10	EtOH	mean.norm.EXT	2.15204480829996	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_D_11_.64 µmol	D	11	EtOH	mean.norm.EXT	2.0247363743919	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_D_2_.64 µmol	D	2	EtOH	mean.norm.EXT	2.09535663044076	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_D_3_.64 µmol	D	3	EtOH	mean.norm.EXT	2.12787264365081	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_D_5_.64 µmol	D	5	EtOH	mean.norm.EXT	1.96502555505698	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_D_6_.64 µmol	D	6	EtOH	mean.norm.EXT	2.05907937138567	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_D_7_.64 µmol	D	7	EtOH	mean.norm.EXT	1.99385911156314	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_D_8_.64 µmol	D	8	EtOH	mean.norm.EXT	2.15870744474396	.64 µmol
CB4856	C15ISO64	CB4856_C15ISO64_6_D_9_.64 µmol	D	9	EtOH	mean.norm.EXT	2.07735694788125	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_E_1_.64 µmol	E	1	EtOH	mean.norm.EXT	2.00816033062521	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_E_10_.64 µmol	E	10	EtOH	mean.norm.EXT	1.96137456065202	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_E_11_.64 µmol	E	11	EtOH	mean.norm.EXT	1.96999513993205	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_E_2_.64 µmol	E	2	EtOH	mean.norm.EXT	2.11448317258917	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_E_3_.64 µmol	E	3	EtOH	mean.norm.EXT	1.93238686279419	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_E_4_.64 µmol	E	4	EtOH	mean.norm.EXT	1.97381715063802	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_E_5_.64 µmol	E	5	EtOH	mean.norm.EXT	2.07922242775821	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_E_6_.64 µmol	E	6	EtOH	mean.norm.EXT	2.0074843546312	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_E_7_.64 µmol	E	7	EtOH	mean.norm.EXT	1.99392339193143	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_E_8_.64 µmol	E	8	EtOH	mean.norm.EXT	1.87436926318787	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_E_9_.64 µmol	E	9	EtOH	mean.norm.EXT	2.03599579192456	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_F_1_.64 µmol	F	1	EtOH	mean.norm.EXT	1.99027611769897	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_F_10_.64 µmol	F	10	EtOH	mean.norm.EXT	1.96429708045517	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_F_11_.64 µmol	F	11	EtOH	mean.norm.EXT	1.90414688310431	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_F_2_.64 µmol	F	2	EtOH	mean.norm.EXT	1.96506335555799	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_F_3_.64 µmol	F	3	EtOH	mean.norm.EXT	1.97685621827447	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_F_4_.64 µmol	F	4	EtOH	mean.norm.EXT	2.09002505011567	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_F_5_.64 µmol	F	5	EtOH	mean.norm.EXT	1.89894550380831	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_F_6_.64 µmol	F	6	EtOH	mean.norm.EXT	1.92503638791394	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_F_7_.64 µmol	F	7	EtOH	mean.norm.EXT	2.0310296036657	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_F_8_.64 µmol	F	8	EtOH	mean.norm.EXT	1.94954304631512	.64 µmol
ECA581	C15ISO64	ECA581_C15ISO64_6_F_9_.64 µmol	F	9	EtOH	mean.norm.EXT	1.99403039117523	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_G_10_.64 µmol	G	10	EtOH	mean.norm.EXT	1.97193401531431	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_G_11_.64 µmol	G	11	EtOH	mean.norm.EXT	2.06816253761122	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_G_2_.64 µmol	G	2	EtOH	mean.norm.EXT	2.01447418555599	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_G_3_.64 µmol	G	3	EtOH	mean.norm.EXT	1.99663763826791	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_G_4_.64 µmol	G	4	EtOH	mean.norm.EXT	1.96631761889483	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_G_5_.64 µmol	G	5	EtOH	mean.norm.EXT	2.08124309896917	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_G_6_.64 µmol	G	6	EtOH	mean.norm.EXT	1.99905430162943	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_G_7_.64 µmol	G	7	EtOH	mean.norm.EXT	2.12136409238345	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_G_8_.64 µmol	G	8	EtOH	mean.norm.EXT	1.90599751906593	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_G_9_.64 µmol	G	9	EtOH	mean.norm.EXT	1.93162540190608	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_H_1_.64 µmol	H	1	EtOH	mean.norm.EXT	2.12014109737229	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_H_10_.64 µmol	H	10	EtOH	mean.norm.EXT	1.94331272258937	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_H_11_.64 µmol	H	11	EtOH	mean.norm.EXT	1.92638736471244	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_H_2_.64 µmol	H	2	EtOH	mean.norm.EXT	1.97452726352499	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_H_3_.64 µmol	H	3	EtOH	mean.norm.EXT	1.98063450244281	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_H_4_.64 µmol	H	4	EtOH	mean.norm.EXT	1.92879337244186	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_H_5_.64 µmol	H	5	EtOH	mean.norm.EXT	2.00232144864472	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_H_6_.64 µmol	H	6	EtOH	mean.norm.EXT	2.09521717102452	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_H_7_.64 µmol	H	7	EtOH	mean.norm.EXT	1.95332328902323	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_H_8_.64 µmol	H	8	EtOH	mean.norm.EXT	2.08236526372424	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_6_H_9_.64 µmol	H	9	EtOH	mean.norm.EXT	1.88607100424241	.64 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_A_1_.12 µmol	A	1	EtOH	mean.norm.EXT	1.60274413629784	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_A_10_.12 µmol	A	10	EtOH	mean.norm.EXT	1.64555219206308	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_A_11_.12 µmol	A	11	EtOH	mean.norm.EXT	1.64103903923731	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_A_2_.12 µmol	A	2	EtOH	mean.norm.EXT	1.77540349129253	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_A_3_.12 µmol	A	3	EtOH	mean.norm.EXT	1.65592625978531	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_A_4_.12 µmol	A	4	EtOH	mean.norm.EXT	1.73159868895923	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_A_5_.12 µmol	A	5	EtOH	mean.norm.EXT	1.56770637135621	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_A_6_.12 µmol	A	6	EtOH	mean.norm.EXT	1.5899112440369	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_A_7_.12 µmol	A	7	EtOH	mean.norm.EXT	1.60664368610113	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_A_8_.12 µmol	A	8	EtOH	mean.norm.EXT	1.66028204267955	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_A_9_.12 µmol	A	9	EtOH	mean.norm.EXT	1.58601721581408	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_B_1_.12 µmol	B	1	EtOH	mean.norm.EXT	1.64542870826049	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_B_10_.12 µmol	B	10	EtOH	mean.norm.EXT	1.5924891907918	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_B_11_.12 µmol	B	11	EtOH	mean.norm.EXT	1.65306164827763	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_B_2_.12 µmol	B	2	EtOH	mean.norm.EXT	1.68829790418895	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_B_3_.12 µmol	B	3	EtOH	mean.norm.EXT	1.81323198262768	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_B_4_.12 µmol	B	4	EtOH	mean.norm.EXT	1.54382710489326	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_B_5_.12 µmol	B	5	EtOH	mean.norm.EXT	1.39338041895046	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_B_6_.12 µmol	B	6	EtOH	mean.norm.EXT	1.3366845047113	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_B_7_.12 µmol	B	7	EtOH	mean.norm.EXT	1.63963210225597	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_B_8_.12 µmol	B	8	EtOH	mean.norm.EXT	1.55858729939716	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_7_B_9_.12 µmol	B	9	EtOH	mean.norm.EXT	1.71091281544309	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_C_1_.12 µmol	C	1	EtOH	mean.norm.EXT	1.67896986444858	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_C_10_.12 µmol	C	10	EtOH	mean.norm.EXT	1.53355106370393	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_C_11_.12 µmol	C	11	EtOH	mean.norm.EXT	1.70899811579496	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_C_2_.12 µmol	C	2	EtOH	mean.norm.EXT	1.71428356107391	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_C_3_.12 µmol	C	3	EtOH	mean.norm.EXT	1.72661002478178	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_C_4_.12 µmol	C	4	EtOH	mean.norm.EXT	1.70522824701142	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_C_5_.12 µmol	C	5	EtOH	mean.norm.EXT	1.76578784385391	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_C_6_.12 µmol	C	6	EtOH	mean.norm.EXT	1.76323776230009	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_C_7_.12 µmol	C	7	EtOH	mean.norm.EXT	1.72027012532463	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_C_8_.12 µmol	C	8	EtOH	mean.norm.EXT	1.71252530488305	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_C_9_.12 µmol	C	9	EtOH	mean.norm.EXT	1.63659980299701	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_D_1_.12 µmol	D	1	EtOH	mean.norm.EXT	1.6738776354539	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_D_10_.12 µmol	D	10	EtOH	mean.norm.EXT	1.80518659411594	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_D_11_.12 µmol	D	11	EtOH	mean.norm.EXT	1.71366150590097	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_D_2_.12 µmol	D	2	EtOH	mean.norm.EXT	1.64980502137475	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_D_3_.12 µmol	D	3	EtOH	mean.norm.EXT	1.70023017407332	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_D_4_.12 µmol	D	4	EtOH	mean.norm.EXT	1.80800931593303	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_D_5_.12 µmol	D	5	EtOH	mean.norm.EXT	1.64677597806886	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_D_6_.12 µmol	D	6	EtOH	mean.norm.EXT	1.71850598313889	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_D_7_.12 µmol	D	7	EtOH	mean.norm.EXT	1.62504899382255	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_D_8_.12 µmol	D	8	EtOH	mean.norm.EXT	1.61782467328383	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_7_D_9_.12 µmol	D	9	EtOH	mean.norm.EXT	1.57258109802471	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_7_E_1_.12 µmol	E	1	EtOH	mean.norm.EXT	1.83588893110715	.12 µmol
